Id_Siniestro,Id_Poliza,Fecha_Siniestro,Monto_Siniestro,Estado,motivo_rechazo
1183,5467,2026-01-28,"10.477,86",Abierto,
1184,15381,2025-06-26,"2,152.09",Nan,
1185,15619,2025-01-31,"5,907.17",Nan,
1186,11436,2025-11-21,"9,269.46",Abierto,
1187,20954,2025-05-19,4227.36,Nan,
1188,11278,2025-02-09,9954.49,Cerrado,
1189,13758,2026-02-21,7538.65,Cerrado,
1190,2561,2025-07-21,9708.16,Nan,
1191,24567,2025-09-12,8626.26,Nan,
1192,8295,2025-06-15,"6,741.92",Rechazado,
1193,4216,2025-10-06,8502.18,Rechazado,
1194,12360,2026-02-22,"1,257.06",Nan,
1195,1088,2025-11-15,nan,Nan,
1196,10349,2025-08-02,"9,104.31",Cerrado,
1197,22770,2025-12-02,nan,Abierto,
1198,1007,2025-03-20,nan,Cerrado,
1199,7316,2025-10-17,nan,Cerrado,
1200,14387,2025-01-01,"1,174.91",Cerrado,
1201,10811,2025-12-01,nan,Abierto,
1202,15557,2026-02-04,11977.15,Abierto,
1203,20049,2025-04-15,"10,830.41",Abierto,
1204,10792,2026-02-09,2449.52,Nan,
1205,2785,2025-07-18,-,Nan,
1206,15823,2025-06-11,9814.88,Cerrado,
1207,1951,2025-10-05,"7.073,11",Abierto,
1208,12085,2025-03-06,"7.292,34",Nan,
1209,20312,2025-05-29,"1.540,00",Rechazado,
1210,24186,2025-07-08,"12,984.46",Cerrado,
1211,23782,2025-12-23,nan,Rechazado,
1212,18598,2025-02-20,5927.99,Nan,
1213,17164,2025-11-14,nan,Nan,
1214,4547,2025-03-08,nan,Nan,
1215,10385,2025-01-02,"2,146.77",Rechazado,
1216,19985,2025-07-06,11207.21,Rechazado,
1217,1757,2025-10-22,13977.45,Cerrado,
1218,13968,2026-02-20,5718.28,Cerrado,
1219,12303,2025-05-02,-,Rechazado,
1220,11652,2026-01-31,"9,053.89",Nan,
1221,8298,2026-01-19,-,Abierto,
1222,4761,2025-08-16,-,Nan,
1223,8808,2026-01-27,5726.65,Abierto,
1224,12468,2025-04-07,"13,427.65",Rechazado,
1225,23885,2025-09-22,"12,134.93",Nan,
1226,4251,2025-07-05,-,Cerrado,
1227,25832,2025-10-03,nan,Nan,
1228,2407,2025-06-16,5542.27,Cerrado,
1229,405,2025-03-06,2902.16,Nan,
1230,10348,2025-05-04,"14,201.74",Nan,
1231,21623,2025-10-10,nan,Abierto,
1232,13777,2025-05-28,"14.407,87",Cerrado,
1233,19055,2025-04-08,493.42,Rechazado,
1234,18450,2025-09-12,9867.50,Cerrado,
1235,8554,2025-05-17,9417.71,Abierto,
1236,18995,2025-05-25,"14,867.87",Abierto,
1237,19508,2025-12-02,"9.713,00",Abierto,
1238,9697,2025-03-23,1040.72,Cerrado,
1239,21836,2025-06-12,"12,831.95",Rechazado,
1240,16223,2025-07-04,277.84,Nan,
1241,21089,2026-02-17,"1.043,91",Cerrado,
1242,16772,2025-03-07,nan,Nan,
1243,7188,2025-03-28,"2.976,15",Cerrado,
1244,12283,2025-03-23,7946.62,Abierto,
1245,9315,2025-10-01,"5.018,98",Nan,
1246,22854,2025-04-05,2984.77,Cerrado,
1247,16943,2026-01-20,"13,951.22",Nan,
1248,23191,2025-01-21,-,Cerrado,
1249,20643,2025-11-17,6978.95,Cerrado,
1250,639,2025-07-26,10710.26,Nan,
1251,5220,2025-02-20,"10,460.04",Nan,
1252,22472,2025-07-08,2721.90,Cerrado,
1253,8538,2025-09-11,nan,Abierto,
1254,20454,2025-10-02,nan,Rechazado,
1255,5220,2025-12-05,"115,46",Rechazado,
1256,19180,2025-07-27,4203.56,Abierto,
1257,5501,2025-05-30,"4.905,82",Abierto,
1258,16974,2025-03-28,3290.95,Abierto,
1259,3187,2025-08-27,"9,532.10",Rechazado,
1260,19935,2025-10-07,11443.65,Nan,
1261,10131,2025-09-20,"8.864,57",Nan,
1262,25653,2025-01-14,5950.12,Rechazado,
1263,14945,2025-06-22,nan,Abierto,
1264,25585,2025-11-03,nan,Abierto,
1265,18782,2025-06-22,6593.27,Rechazado,
1266,9636,2025-09-06,"7,815.71",Cerrado,
1267,6892,2025-11-01,"10.975,97",Cerrado,
1268,16249,2025-10-02,"13.323,22",Nan,
1269,21082,2025-07-24,nan,Nan,
1270,12115,2025-12-02,9620.50,Abierto,
1271,2456,2025-01-30,-,Abierto,
1272,25857,2025-07-13,nan,Cerrado,
1273,2951,2025-12-11,10068.99,Abierto,
1274,22013,2025-03-27,8107.44,Abierto,
1275,19288,2026-01-25,2725.82,Nan,
1276,280,2025-11-14,nan,Cerrado,
1277,20864,2025-09-24,1036.30,Nan,
1278,1004,2025-08-05,5515.78,Rechazado,
1279,22809,2025-01-20,11632.79,Abierto,
1280,4880,2025-11-10,4587.25,Cerrado,
1281,9897,2025-12-31,5477.26,Rechazado,
1282,12153,2025-03-01,"14.167,10",Abierto,
1283,701,2026-01-26,"9.490,68",Cerrado,
1284,7964,2025-07-12,nan,Cerrado,
1285,13726,2025-09-30,2496.81,Rechazado,
1286,18053,2025-11-29,"4.299,28",Abierto,
1287,7682,2025-12-13,nan,Abierto,
1288,4829,2025-06-13,221.47,Abierto,
1289,17008,2025-06-04,"2,030.56",Abierto,
1290,11498,2025-11-12,6656.02,Abierto,
1291,5882,2025-08-16,-,Rechazado,
1292,11117,2025-03-24,"11.272,92",Abierto,
1293,10643,2025-04-10,"303,03",Abierto,
1294,23967,2025-06-24,13944.49,Nan,
1295,21960,2025-04-04,"12.943,58",Nan,
1296,5367,2025-01-25,2696.11,Cerrado,
1297,3203,2025-03-31,nan,Rechazado,
1298,21679,2025-08-06,"3,205.53",Abierto,
1299,1862,2025-03-13,3051.70,Abierto,
1300,13633,2025-12-09,"6,440.54",Nan,
1301,4930,2025-06-10,499.17,Rechazado,
1302,6501,2025-05-02,7922.05,Nan,
1303,264,2025-02-28,-,Abierto,
1304,17185,2025-01-29,"2.863,30",Cerrado,
1305,22650,2025-04-12,3885.68,Abierto,
1306,3099,2025-01-04,7877.21,Nan,
1307,17248,2025-07-20,-,Nan,
1308,20819,2025-03-23,12807.83,Nan,
1309,14353,2025-07-31,"2.037,84",Abierto,
1310,12726,2025-08-20,3196.63,Nan,
1311,2315,2025-05-29,14201.32,Nan,
1312,2189,2025-02-26,14191.56,Abierto,
1313,10802,2025-09-26,"10.183,67",Rechazado,
1314,4439,2025-03-31,5353.68,Cerrado,
1315,13728,2025-03-13,"1.409,91",Abierto,
1316,12800,2025-10-10,nan,Abierto,
1317,19371,2026-02-17,nan,Cerrado,
1318,13716,2025-10-19,10715.88,Rechazado,
1319,5559,2025-02-25,nan,Rechazado,
1320,4918,2025-03-16,"1,501.08",Nan,
1321,5808,2025-06-21,13056.06,Cerrado,
1322,7393,2025-05-19,nan,Nan,
1323,16976,2025-02-10,10001.37,Abierto,
1324,16939,2025-09-24,10120.18,Cerrado,
1325,6766,2025-06-29,nan,Abierto,
1326,21581,2025-01-01,13247.47,Nan,
1327,5838,2025-10-24,5233.17,Cerrado,
1328,23471,2025-11-13,5596.99,Abierto,
1329,19205,2025-09-18,"13,096.57",Nan,
1330,12750,2025-02-13,8095.69,Abierto,
1331,4675,2026-01-31,"8.657,70",Abierto,
1332,3566,2026-01-09,6194.88,Nan,
1333,4591,2025-12-26,12730.18,Abierto,
1334,7227,2025-09-15,804.95,Cerrado,
1335,23315,2025-02-20,14684.93,Nan,
1336,21837,2025-03-29,"3,334.44",Cerrado,
1337,17413,2025-04-22,10772.53,Cerrado,
1338,15367,2025-08-22,nan,Abierto,
1339,9171,2025-04-09,-,Cerrado,
1340,11500,2025-04-18,442.62,Cerrado,
1341,23276,2025-09-06,"12.496,18",Cerrado,
1342,20930,2025-07-08,nan,Nan,
1343,4046,2025-06-04,"10,329.50",Abierto,
1344,19571,2025-08-13,8283.79,Abierto,
1345,21223,2025-05-31,"9.074,30",Cerrado,
1346,22227,2025-01-23,"2,622.23",Abierto,
1347,15514,2025-05-14,12002.76,Nan,
1348,5073,2025-06-18,"6,507.63",Abierto,
1349,12103,2025-04-03,682.74,Abierto,
1350,5092,2025-11-14,500.96,Abierto,
1351,563,2025-09-10,nan,Cerrado,
1352,734,2025-08-27,7397.35,Cerrado,
1353,7303,2025-12-03,"5.680,67",Cerrado,
1354,3772,2025-01-12,10725.18,Abierto,
1355,12151,2025-09-12,4698.50,Nan,
1356,23951,2025-03-01,12068.19,Cerrado,
1357,22130,2025-05-14,11891.95,Nan,
1358,23652,2026-02-04,5850.34,Nan,
1359,14693,2025-02-02,"8.813,51",Rechazado,
1360,15434,2025-07-29,4937.06,Abierto,
1361,24260,2025-07-29,"9.292,89",Rechazado,
1362,21685,2025-06-29,nan,Rechazado,
1363,13954,2025-06-09,"9,163.92",Abierto,
1364,13980,2025-12-24,8707.04,Nan,
1365,2636,2025-11-23,5232.09,Abierto,
1366,17006,2025-12-27,"3.110,71",Abierto,
1367,6415,2025-03-23,2046.86,Cerrado,
1368,8517,2025-12-13,"1.480,73",Cerrado,
1369,20754,2025-05-31,"8,463.75",Cerrado,
1370,12779,2026-02-21,-,Nan,
1371,7640,2025-08-25,nan,Cerrado,
1372,22316,2025-10-22,"11,612.33",Cerrado,
1373,1379,2026-02-15,12470.22,Nan,
1374,23715,2026-01-14,9377.30,Nan,
1375,21863,2025-07-05,7731.57,Abierto,
1376,23249,2025-02-05,"5,608.92",Abierto,
1377,8960,2025-03-28,364.60,Nan,
1378,11583,2025-07-14,"658,77",Abierto,
1379,25727,2025-01-20,nan,Rechazado,
1380,8316,2025-09-10,-,Cerrado,
1381,10201,2025-12-28,"3,670.10",Cerrado,
1382,24644,2025-02-18,"13.161,99",Cerrado,
1383,22773,2025-01-21,11356.07,Cerrado,
1384,3654,2025-06-09,8018.27,Cerrado,
1385,9473,2025-10-23,"1,961.73",Cerrado,
1386,15656,2025-07-20,12330.75,Abierto,
1387,11547,2025-07-08,"9.451,98",Cerrado,
1388,2414,2025-12-07,nan,Abierto,
1389,20596,2025-12-13,14855.63,Nan,
1390,24285,2025-12-25,1372.50,Abierto,
1391,14555,2025-04-06,"12,680.32",Rechazado,
1392,10245,2025-10-10,13014.49,Abierto,
1393,4540,2025-02-17,768.87,Rechazado,
1394,21463,2025-12-25,"3.636,50",Nan,
1395,6852,2025-07-08,12344.54,Abierto,
1396,21395,2025-04-17,5952.86,Rechazado,
1397,23636,2025-02-19,252.58,Abierto,
1398,13443,2025-07-26,"4.318,21",Cerrado,
1399,3874,2025-07-22,"9,300.73",Abierto,
1400,19676,2025-06-03,nan,Nan,
1401,23112,2025-02-14,4658.41,Abierto,
1402,13617,2025-04-22,"2,604.92",Abierto,
1403,4283,2025-12-04,"2.633,56",Cerrado,
1404,14776,2026-01-05,13119.37,Nan,
1405,8294,2026-01-21,nan,Cerrado,
1406,8719,2026-01-01,5915.97,Abierto,
1407,13052,2025-05-02,-,Nan,
1408,11496,2025-07-26,4223.35,Cerrado,
1409,2869,2025-02-01,1436.35,Abierto,
1410,15619,2025-08-04,"509,16",Abierto,
1411,10651,2025-06-04,nan,Abierto,
1412,25836,2025-06-03,"2,588.64",Cerrado,
1413,25745,2025-03-29,-,Cerrado,
1414,25620,2025-05-15,"8,940.16",Nan,
1415,9335,2025-07-07,nan,Abierto,
1416,1806,2025-10-14,"3.319,22",Cerrado,
1417,21070,2026-02-14,"10.902,82",Nan,
1418,13727,2025-01-15,11467.88,Nan,
1419,22929,2025-04-05,"14,636.87",Cerrado,
1420,9081,2025-11-18,nan,Abierto,
1421,11500,2026-01-24,"3,250.69",Cerrado,
1422,11242,2025-05-04,"5,377.58",Cerrado,
1423,20759,2025-02-12,"8,372.01",Abierto,
1424,21782,2025-07-31,-,Rechazado,
1425,3831,2025-08-07,4022.30,Abierto,
1426,15555,2025-02-07,11281.70,Abierto,
1427,9624,2026-02-18,"3,204.41",Nan,
1428,5384,2025-01-22,nan,Rechazado,
1429,6094,2026-02-11,5609.24,Abierto,
1430,13806,2025-10-02,4148.18,Nan,
1431,9337,2025-01-26,nan,Rechazado,
1432,18937,2025-07-05,4516.80,Rechazado,
1433,7520,2025-08-25,"4.779,21",Nan,
1434,7243,2026-01-09,"9.405,40",Abierto,
1435,19763,2025-04-18,"8,214.41",Nan,
1436,9916,2025-10-19,"7.881,42",Abierto,
1437,11222,2025-11-23,-,Rechazado,
1438,9756,2026-01-29,14517.39,Nan,
1439,9524,2025-12-29,9763.54,Cerrado,
1440,25659,2025-08-23,13715.45,Rechazado,
1441,11343,2025-07-04,-,Rechazado,
1442,10386,2025-08-14,"3,876.08",Rechazado,
1443,3844,2025-12-03,11811.71,Rechazado,
1444,24168,2025-05-12,14088.58,Cerrado,
1445,18385,2025-11-05,-,Cerrado,
1446,24075,2025-05-02,"13.164,51",Cerrado,
1447,21799,2025-09-10,-,Abierto,
1448,19000,2025-09-29,1360.72,Rechazado,
1449,6946,2025-03-28,11267.80,Abierto,
1450,9478,2025-05-09,-,Abierto,
1451,6017,2025-08-05,"10.790,90",Abierto,
1452,1559,2026-01-01,4642.79,Cerrado,
1453,6962,2025-07-30,"1.960,60",Rechazado,
1454,13894,2025-02-11,nan,Cerrado,
1455,6845,2025-12-31,"6,984.65",Abierto,
1456,6309,2025-03-23,"11.704,65",Cerrado,
1457,7235,2025-12-02,"9.943,98",Rechazado,
1458,2953,2025-10-01,"11.070,01",Nan,
1459,24954,2025-01-19,-,Abierto,
1460,14525,2025-08-05,"11,664.98",Cerrado,
1461,13174,2025-12-10,nan,Cerrado,
1462,19453,2025-12-26,9532.75,Nan,
1463,16375,2025-05-04,"14,655.63",Nan,
1464,6576,2025-06-05,1345.69,Nan,
1465,16903,2025-10-13,"5,932.82",Abierto,
1466,24405,2026-01-31,nan,Nan,
1467,8091,2025-12-25,"10.067,34",Cerrado,
1468,15318,2025-04-18,"14.275,89",Abierto,
1469,1197,2026-01-18,"11.255,78",Nan,
1470,14357,2025-08-20,"14.734,22",Abierto,
1471,11356,2025-08-22,11938.75,Nan,
1472,25735,2025-02-12,273.00,Rechazado,
1473,6774,2025-03-22,12349.69,Abierto,
1474,7678,2025-04-24,2107.21,Cerrado,
1475,17162,2026-02-24,"12.664,20",Cerrado,
1476,15429,2025-08-20,"3.455,70",Cerrado,
1477,1797,2026-02-07,7228.05,Abierto,
1478,17213,2025-05-20,"6,066.61",Abierto,
1479,13889,2025-04-15,-,Rechazado,
1480,10246,2026-01-10,"3,505.60",Cerrado,
1481,21619,2025-12-03,nan,Abierto,
1482,12339,2025-11-22,"3.411,32",Abierto,
1483,24886,2025-10-10,"2.221,79",Nan,
1484,10128,2026-01-19,"4.575,30",Abierto,
1485,3739,2025-04-26,14002.05,Cerrado,
1486,23140,2025-08-03,2239.16,Abierto,
1487,22507,2025-01-16,-,Abierto,
1488,16339,2025-09-16,"9,866.18",Abierto,
1489,10152,2025-07-12,-,Cerrado,
1490,10919,2025-02-08,nan,Nan,
1491,19473,2025-07-22,10608.90,Rechazado,
1492,21099,2025-01-08,12954.99,Cerrado,
1493,18230,2025-08-04,3242.03,Nan,
1494,15707,2025-04-27,6861.88,Abierto,
1495,22639,2025-09-06,1953.69,Cerrado,
1496,19417,2025-06-26,nan,Rechazado,
1497,4852,2025-03-02,12375.98,Nan,
1498,3723,2025-05-30,nan,Nan,
1499,1534,2026-01-07,"12,862.23",Abierto,
1500,5188,2025-01-09,4021.79,Cerrado,
1501,20221,2025-08-10,14105.12,Abierto,
1502,22109,2025-11-28,7280.03,Cerrado,
1503,582,2025-10-22,"6,460.87",Abierto,
1504,34,2026-01-27,"14.397,53",Rechazado,
1505,10002,2025-08-31,9031.72,Cerrado,
1506,3340,2025-07-18,"4.108,93",Abierto,
1507,5010,2025-04-09,5191.04,Abierto,
1508,23922,2025-10-05,nan,Cerrado,
1509,7610,2026-02-22,"2.361,74",Rechazado,
1510,24665,2025-01-04,4582.76,Nan,
1511,7607,2025-06-22,-13471.35,Rechazado,
1512,5142,2025-01-25,"332,33",Abierto,
1513,22963,2026-02-18,"3.458,42",Abierto,
1514,25692,2025-08-09,nan,Nan,
1515,17258,2025-11-03,4635.56,Rechazado,
1516,13612,2025-09-29,"5,423.67",Abierto,
1517,6321,2025-07-05,"1.441,95",Nan,
1518,5846,2025-05-27,1332.30,Cerrado,
1519,2732,2026-01-28,nan,Cerrado,
1520,19601,2025-05-01,2751.89,Nan,
1521,17514,2025-10-13,1287.58,Nan,
1522,25614,2025-11-30,8082.96,Cerrado,
1523,8973,2025-09-17,169.84,Nan,
1524,18949,2025-09-07,332.33,Abierto,
1525,23896,2025-05-30,"13,646.22",Abierto,
1526,8984,2025-11-11,nan,Abierto,
1527,10146,2025-09-11,6683.03,Abierto,
1528,24261,2025-12-01,673.30,Nan,
1529,7374,2026-02-04,3842.97,Abierto,
1530,5798,2025-07-08,10158.37,Abierto,
1531,6913,2025-08-23,"413,69",Nan,
1532,3410,2025-06-12,"13.331,11",Nan,
1533,11986,2025-06-16,9924.28,Abierto,
1534,23962,2026-01-28,487.62,Nan,
1535,77,2025-06-25,1178.57,Abierto,
1536,12103,2025-02-04,"10,843.39",Abierto,
1537,20430,2025-05-26,2969.85,Nan,
1538,23031,2026-02-03,6244.92,Abierto,
1539,9993,2025-12-22,"9.987,17",Abierto,
1540,19844,2025-11-06,nan,Nan,
1541,17026,2025-03-27,"14.486,33",Abierto,
1542,23386,2025-08-24,"4.286,40",Abierto,
1543,2999,2025-04-25,nan,Abierto,
1544,5361,2025-08-31,nan,Cerrado,
1545,21286,2025-02-24,"10,473.34",Rechazado,
1546,6982,2025-02-15,"8.590,30",Rechazado,
1547,2713,2025-03-20,"14.836,70",Cerrado,
1548,6038,2025-04-28,7697.95,Nan,
1549,16260,2025-06-22,"1.838,76",Cerrado,
1550,8469,2025-03-06,-,Abierto,
1551,24210,2025-03-01,13017.38,Nan,
1552,12525,2025-07-02,13068.51,Abierto,
1553,10951,2025-10-17,5821.56,Nan,
1554,22479,2025-10-02,9268.93,Abierto,
1555,21895,2025-06-12,3573.48,Cerrado,
1556,15290,2025-09-05,-,Abierto,
1557,2875,2025-03-16,"13.122,47",Abierto,
1558,19253,2025-05-17,"7.586,96",Cerrado,
1559,22819,2025-09-28,"9,352.32",Abierto,
1560,17335,2025-07-31,10290.63,Abierto,
1561,11098,2026-01-31,"9,822.63",Cerrado,
1562,18159,2025-04-16,-,Rechazado,
1563,24590,2025-10-22,10818.93,Rechazado,
1564,14006,2025-01-11,9999.18,Nan,
1565,8482,2025-02-03,"4.333,38",Nan,
1566,6849,2025-10-18,3892.12,Rechazado,
1567,18204,2025-04-22,11871.79,Abierto,
1568,7268,2025-08-12,nan,Abierto,
1569,12496,2026-02-16,"12,429.33",Abierto,
1570,9794,2025-05-23,"12.343,31",Abierto,
1571,2817,2025-06-22,"8.768,67",Nan,
1572,25506,2025-04-22,-,Cerrado,
1573,18576,2025-06-19,"8.546,09",Abierto,
1574,20263,2025-06-18,-,Abierto,
1575,9263,2026-02-08,6311.40,Cerrado,
1576,11899,2025-09-13,"14,332.84",Rechazado,
1577,20862,2026-02-02,888.16,Rechazado,
1578,11943,2025-02-13,10299.33,Nan,
1579,16882,2026-01-09,"755,76",Rechazado,
1580,10293,2025-01-26,14216.09,Cerrado,
1581,24898,2025-03-25,5976.74,Abierto,
1582,16622,2025-08-09,nan,Nan,
1583,15796,2025-05-30,"3.950,21",Rechazado,
1584,9543,2025-11-10,"14,269.64",Rechazado,
1585,7750,2025-01-17,"14,826.99",Abierto,
1586,12676,2025-10-07,10701.90,Abierto,
1587,10505,2025-05-01,1657.92,Rechazado,
1588,23950,2025-08-03,"7,565.75",Nan,
1589,18614,2025-12-03,"4.144,80",Cerrado,
1590,14687,2025-05-07,12635.32,Cerrado,
1591,16340,2026-02-14,nan,Abierto,
1592,14672,2025-01-18,"4.060,14",Abierto,
1593,17794,2025-02-08,124.71,Cerrado,
1594,6947,2025-12-02,1246.82,Nan,
1595,16650,2025-05-14,"6.602,32",Nan,
1596,20438,2025-04-04,"5,672.27",Nan,
1597,21771,2025-06-23,nan,Abierto,
1598,12815,2025-03-25,11055.38,Abierto,
1599,17274,2025-09-03,"8,445.17",Cerrado,
1600,16134,2026-01-17,nan,Rechazado,
1601,25582,2025-09-06,1773.66,Cerrado,
1602,21142,2025-01-27,"5,456.03",Abierto,
1603,22121,2025-05-03,13184.77,Cerrado,
1604,7108,2025-12-25,-,Nan,
1605,24145,2025-05-13,"5,079.39",Abierto,
1606,11783,2025-08-10,"10.644,47",Rechazado,
1607,19514,2025-10-26,3430.22,Abierto,
1608,14576,2025-11-30,13290.94,Cerrado,
1609,9973,2025-03-13,8344.04,Abierto,
1610,20853,2025-09-19,"14,916.37",Abierto,
1611,5761,2025-11-18,"422,91",Nan,
1612,16850,2025-11-08,"5.320,82",Nan,
1613,15390,2025-11-14,10831.47,Nan,
1614,22551,2025-10-25,14069.50,Nan,
1615,12778,2025-06-24,nan,Nan,
1616,7629,2025-11-11,10134.99,Abierto,
1617,10680,2025-02-23,2936.70,Abierto,
1618,9849,2025-02-05,7766.02,Abierto,
1619,4319,2025-05-28,8406.70,Rechazado,
1620,17234,2025-01-07,"4.176,97",Cerrado,
1621,13030,2025-08-25,"4.112,75",Cerrado,
1622,9705,2026-01-29,10663.53,Nan,
1623,5518,2025-07-04,1460.99,Abierto,
1624,20288,2026-02-14,nan,Nan,
1625,20251,2025-01-03,"3,105.78",Cerrado,
1626,18422,2025-03-05,7822.31,Rechazado,
1627,12223,2025-09-19,5806.47,Nan,
1628,19419,2025-08-25,"8.875,22",Abierto,
1629,7756,2025-06-29,"3,970.26",Nan,
1630,6147,2025-01-18,"9.172,71",Rechazado,
1631,23663,2025-12-29,9825.35,Nan,
1632,24698,2025-10-26,8147.96,Nan,
1633,13439,2025-08-17,"8,464.07",Rechazado,
1634,13554,2025-11-03,nan,Abierto,
1635,1899,2025-02-14,3611.54,Cerrado,
1636,18942,2025-09-06,7658.59,Abierto,
1637,24853,2025-11-28,"14.517,28",Nan,
1638,8983,2025-04-24,12252.52,Nan,
1639,18349,2025-12-26,nan,Nan,
1640,12237,2025-08-06,-,Nan,
1641,7726,2025-11-12,11900.49,Cerrado,
1642,5128,2025-09-10,"5.998,03",Nan,
1643,24800,2025-08-26,2225.29,Rechazado,
1644,20306,2025-06-15,nan,Abierto,
1645,3536,2025-11-10,"3,230.94",Rechazado,
1646,18662,2025-06-13,"5,421.05",Cerrado,
1647,919,2025-09-28,"13,191.68",Cerrado,
1648,8730,2025-07-05,7269.02,Abierto,
1649,20308,2025-12-11,"14,566.91",Nan,
1650,23878,2025-10-20,6367.46,Nan,
1651,497,2026-01-06,nan,Abierto,
1652,3274,2026-01-27,4403.86,Abierto,
1653,23044,2025-03-18,"9,906.16",Rechazado,
1654,140,2025-06-23,nan,Abierto,
1655,6461,2025-11-26,1794.45,Abierto,
1656,22727,2025-11-12,"2.116,47",Abierto,
1657,15344,2025-08-16,"14.721,34",Cerrado,
1658,11203,2025-04-30,nan,Nan,
1659,22196,2026-01-06,"1,793.52",Abierto,
1660,13791,2025-08-03,9738.63,Rechazado,
1661,19514,2025-10-08,5785.53,Abierto,
1662,10657,2025-09-21,-,Cerrado,
1663,1536,2026-02-04,4094.39,Rechazado,
1664,4046,2025-06-30,"5,640.41",Abierto,
1665,7354,2025-04-09,5707.24,Rechazado,
1666,21309,2025-12-13,"6,049.07",Cerrado,
1667,16218,2025-06-16,nan,Cerrado,
1668,22198,2025-10-30,1454.97,Nan,
1669,16274,2026-02-05,nan,Nan,
1670,25748,2025-06-18,nan,Nan,
1671,4836,2025-01-06,8522.03,Rechazado,
1672,15931,2025-12-20,"12.335,99",Nan,
1673,19684,2026-02-21,4090.88,Cerrado,
1674,23943,2025-07-01,"5.803,78",Cerrado,
1675,22816,2025-07-13,13433.80,Nan,
1676,3211,2025-09-20,417.92,Abierto,
1677,10356,2025-08-21,"6.125,12",Cerrado,
1678,15487,2025-06-26,"4,073.39",Nan,
1679,5678,2026-02-03,946.57,Abierto,
1680,16276,2025-11-28,3621.25,Abierto,
1681,7490,2025-10-28,8987.56,Cerrado,
1682,10030,2025-03-17,8025.30,Cerrado,
1683,22209,2025-04-04,6950.72,Cerrado,
1684,8607,2025-10-10,nan,Nan,
1685,20635,2025-10-26,nan,Nan,
1686,21541,2025-08-16,5751.40,Cerrado,
1687,6289,2025-08-25,"8,359.01",Abierto,
1688,14006,2026-02-12,10717.35,Abierto,
1689,18789,2025-04-27,-,Abierto,
1690,13496,2025-11-16,-,Cerrado,
1691,5604,2025-05-11,1639.43,Cerrado,
1692,8897,2025-02-09,10700.54,Cerrado,
1693,22679,2025-10-15,6624.27,Nan,
1694,12135,2025-02-13,14171.39,Nan,
1695,22979,2025-07-29,"5,342.61",Cerrado,
1696,3,2025-11-11,"3,842.84",Cerrado,
1697,9911,2025-02-22,1268.23,Cerrado,
1698,362,2025-08-16,"10.705,25",Nan,
1699,6458,2025-08-23,"11.003,47",Cerrado,
1700,16612,2025-02-20,11110.58,Nan,
1701,3628,2025-08-18,198.12,Cerrado,
1702,17739,2025-04-08,7793.82,Cerrado,
1703,24825,2025-02-17,"10.644,08",Nan,
1704,23784,2025-07-20,-,Rechazado,
1705,10032,2025-08-10,11034.33,Nan,
1706,6400,2026-01-06,10276.18,Nan,
1707,18921,2025-04-27,3154.38,Abierto,
1708,23367,2025-12-16,4989.47,Abierto,
1709,25857,2025-09-24,"3,504.90",Abierto,
1710,24381,2025-05-09,-,Cerrado,
1711,487,2025-10-30,11102.58,Cerrado,
1712,725,2025-07-13,4628.82,Cerrado,
1713,19951,2025-06-13,-,Nan,
1714,16177,2025-02-24,nan,Cerrado,
1715,23524,2025-02-05,2104.56,Abierto,
1716,15646,2025-08-07,6969.42,Abierto,
1717,16310,2025-08-09,"997,25",Abierto,
1718,8766,2026-01-27,"7.189,85",Nan,
1719,23646,2025-02-12,nan,Abierto,
1720,9594,2025-11-10,nan,Nan,
1721,17403,2025-02-22,14084.26,Cerrado,
1722,12854,2025-04-21,nan,Nan,
1723,22585,2025-06-22,11017.87,Abierto,
1724,9172,2026-02-13,532.22,Cerrado,
1725,7908,2025-03-27,"13.653,09",Abierto,
1726,15203,2025-08-11,"1.691,15",Abierto,
1727,22791,2025-01-14,3290.56,Abierto,
1728,18014,2025-10-14,6059.38,Cerrado,
1729,21018,2026-02-02,"2.315,11",Cerrado,
1730,18609,2025-03-30,13971.11,Cerrado,
1731,17953,2025-08-09,"3,607.23",Nan,
1732,21801,2025-10-11,"6.022,36",Nan,
1733,6940,2025-01-30,11707.13,Abierto,
1734,18711,2025-02-15,2970.31,Abierto,
1735,9415,2025-01-01,2671.25,Abierto,
1736,11816,2025-02-11,5443.92,Cerrado,
1737,14435,2025-07-12,"4.637,30",Abierto,
1738,21295,2025-09-21,13384.46,Nan,
1739,5609,2025-06-04,12337.10,Cerrado,
1740,2237,2025-06-28,"7,841.66",Rechazado,
1741,25650,2025-06-28,"7.286,20",Abierto,
1742,5917,2025-05-04,"2,720.64",Cerrado,
1743,21885,2025-12-02,"1.468,60",Cerrado,
1744,24671,2026-01-13,"7,365.80",Cerrado,
1745,3242,2025-12-05,13344.51,Cerrado,
1746,6812,2025-08-07,10981.75,Cerrado,
1747,11770,2025-05-25,9805.25,Nan,
1748,578,2025-11-06,13210.33,Cerrado,
1749,18459,2026-02-01,"7.168,82",Cerrado,
1750,16349,2025-09-10,"13,412.59",Abierto,
1751,14157,2025-07-06,"9.988,32",Cerrado,
1752,21814,2025-07-05,"7,726.82",Cerrado,
1753,16158,2025-03-06,"8,538.48",Rechazado,
1754,15985,2025-06-10,1894.27,Abierto,
1755,12517,2025-01-09,nan,Nan,
