id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
13561,2026-01-02,1244,45,5,1,148.24,-,"13,617.34"
13575,2025-07-01,1670,51,9,2,716.82,nan,"135.984,41"
13582,2025-06-05,486,3,3,12,353.43,36.04,"11.804,21"
13586,2025-01-07,1842,22,4,11,"1,147.17","142,65",114362.19
13588,2025-03-17,1800,73,8,12,nan,299.06,"174,735.56"
13589,2025-02-21,2100,32,7,12,nan,246.07,-
13590,2025-05-01,532,35,10,11,785.25,"70,55",145942.21
13591,2025-08-02,2748,6,13,6,1340.71,151.02,"175,562.82"
13597,2025-05-16,1232,40,9,4,"589,95","101,55",nan
13598,2025-05-29,2697,62,3,3,"1,360.82","179,92",72822.02
13601,2026-01-05,1454,10,15,7,461.86,44.01,-
13604,2025-05-14,1550,53,11,3,1322.22,281.98,37174.00
13607,2025-07-23,1774,62,7,2,-,48.52,"10,902.75"
13618,2025-12-17,451,78,8,10,1068.25,"177,45",150735.85
13620,2025-07-14,2402,59,11,2,"1.040,38",nan,"176.996,39"
13621,2026-02-14,2292,7,12,4,"1,290.77",170.43,"82,476.14"
13622,2025-08-05,2239,7,8,10,392.94,nan,nan
13625,2025-10-04,742,41,1,2,1346.26,nan,259127.91
13627,2026-02-19,2323,42,10,8,567.18,65.87,"108.409,21"
13630,2025-11-18,2819,39,12,8,830.43,"207,14",60105.99
13633,2025-07-08,3577,74,14,1,"189,69","37,09",9549.89
13634,2025-01-28,1250,18,13,7,279.83,29.44,"34,972.01"
13648,2025-01-06,2204,9,10,1,-,"195,35",34444.27
13652,2025-07-19,904,12,1,10,"1,159.93",nan,"170,672.52"
13653,2025-01-22,1581,17,8,7,nan,22.69,"7,512.63"
13657,2026-01-30,392,55,6,8,552.29,64.93,"69.404,73"
13663,2025-08-08,527,16,3,9,nan,235.41,"113,803.78"
13669,2025-03-19,1083,58,8,2,"1.289,25",199.86,236429.21
13671,2025-10-24,970,11,8,5,350.87,"59,39",27971.61
13673,2025-11-26,192,79,14,4,"1,262.78","266,84","204.398,85"
13681,2025-05-19,2351,74,8,9,-,nan,"24.635,08"
13692,2025-01-09,351,60,11,10,324.38,"35,88",55339.94
13693,2025-05-25,1631,31,15,3,nan,nan,"55,507.22"
13694,2025-02-04,835,33,2,11,1772.28,-,nan
13698,2025-03-04,437,23,13,1,540.31,85.85,-
13712,2025-07-17,1456,28,4,10,78.83,"7,46",nan
13713,2025-12-01,2927,18,10,10,-,"370,91","76,727.39"
13719,2025-11-17,1932,55,5,3,1057.44,79.36,86458.10
13723,2025-09-06,187,39,10,4,"478,49","96,15",50974.60
13725,2025-09-12,365,13,5,6,54.58,12.20,"6.517,59"
13736,2025-10-16,1683,35,12,12,497.97,37.77,"23,193.65"
13738,2026-01-01,2982,27,13,5,nan,60.96,-
13739,2025-07-21,747,41,12,9,-,nan,"19.704,04"
13747,2025-12-09,1632,69,3,5,363.41,34.39,39461.78
13748,2025-09-13,1902,39,5,3,"1.621,83",-,"62.352,54"
13751,2025-07-24,1653,39,15,5,"1,173.55",102.12,nan
13757,2025-03-27,1582,4,1,5,"689,70",44.95,115987.90
13763,2025-03-29,814,32,11,5,1117.99,nan,69714.84
13767,2025-10-02,1232,77,10,2,nan,nan,"151,724.93"
13772,2025-12-20,1199,78,15,11,1962.36,296.53,121148.90
13773,2025-08-17,1721,34,2,12,1042.46,nan,nan
13774,2025-05-11,2844,40,10,3,363.77,30.56,nan
13777,2025-11-17,550,15,2,1,"1,984.72","432,62","98,997.52"
13778,2025-01-04,1822,19,6,9,"800,43",-,"138,935.13"
13779,2025-07-11,1103,75,5,7,"960,17",156.63,54159.91
13786,2025-07-10,2511,35,13,4,"1,496.66",88.55,283853.59
13787,2025-03-01,953,63,13,11,1853.66,"346,49",363314.78
13790,2025-11-04,2030,11,6,12,"932,92","48,72","115,918.24"
13791,2025-04-23,1313,17,15,8,462.11,"46,32","81,245.38"
13793,2025-08-10,1744,68,5,11,"756,53",112.78,"114,656.29"
13800,2025-05-10,2528,44,12,7,nan,"112,95","214,001.10"
13805,2025-04-29,1248,15,12,8,-,"105,57","252,602.00"
13808,2025-07-23,1569,25,10,3,967.65,164.25,"41.071,00"
13810,2025-09-23,1486,31,1,6,"1,102.44",-,154511.58
13811,2025-05-25,3789,12,6,7,"1.334,40",225.65,42034.53
13812,2025-08-29,2806,18,7,3,1622.39,241.25,155664.99
13815,2025-07-17,602,24,5,8,1175.30,80.16,"82.974,90"
13822,2025-09-08,666,46,15,2,1266.16,121.65,75402.00
13834,2025-11-29,1805,33,4,8,850.58,nan,58195.72
13836,2025-10-31,2768,72,3,5,359.47,"87,41",nan
13837,2025-06-25,2573,58,10,2,707.29,40.05,62875.40
13839,2025-01-20,2206,22,5,11,856.25,nan,37452.54
13847,2025-01-11,2838,7,11,10,"219,35",25.40,nan
13850,2026-01-31,1652,23,5,8,"1,357.42",84.08,nan
13859,2025-10-14,1955,24,1,7,875.01,77.17,"29.336,03"
13862,2025-12-25,2735,27,1,11,-,78.09,"29,611.48"
13864,2025-09-11,2746,51,6,12,1419.97,321.52,"270,679.31"
13868,2025-12-16,557,12,1,4,"1,438.13",nan,"42.885,66"
13870,2025-05-08,461,68,4,12,1042.60,200.66,"140,200.47"
13871,2025-04-16,2621,78,2,6,1510.79,260.11,"69,774.17"
13880,2025-09-22,167,9,4,5,nan,96.00,"214,133.46"
13895,2025-02-05,1840,42,3,11,667.58,118.99,nan
13899,2025-02-15,1367,59,3,12,343.00,38.36,"62.602,12"
13903,2025-06-23,436,43,1,11,"1.766,60","153,83","81.741,40"
13909,2026-02-05,2388,79,2,8,nan,137.79,nan
13916,2025-05-24,572,20,8,8,1819.87,397.84,"302.901,93"
13920,2025-03-08,613,33,2,12,"1.227,54",105.27,"104,148.82"
13921,2025-06-17,384,33,1,9,"145,77",35.49,nan
13929,2025-03-03,1586,15,5,12,743.11,"90,80",nan
13932,2025-08-06,2152,2,15,11,"225,93",52.49,"4.873,62"
13933,2025-06-20,1757,49,13,4,1375.94,-,"52.879,03"
13937,2025-10-04,1670,42,7,12,nan,nan,"99.416,44"
13944,2026-02-11,1957,41,5,2,1552.46,"177,12","296.511,44"
13950,2025-04-12,2988,6,5,7,-,45.41,9751.19
13962,2026-01-16,2861,46,9,1,"1.857,15",134.58,242586.91
13971,2025-08-05,2352,60,11,9,811.19,"42,30",-
13976,2025-05-13,2625,48,13,6,"1,667.99",nan,"51.347,33"
13978,2025-05-10,2966,33,3,4,nan,473.42,131451.55
13979,2025-07-05,1106,56,4,3,"1,214.10",181.11,60543.66
13985,2026-01-01,2199,74,8,7,764.32,166.45,138418.48
13986,2025-12-23,1103,52,2,5,nan,nan,"12,068.94"
13987,2025-11-27,522,14,9,6,"1.903,45",nan,nan
13988,2025-04-05,2425,26,11,2,"1,781.23",115.91,355581.15
13991,2025-08-24,2368,70,2,1,1261.28,nan,113175.82
13992,2026-01-21,2833,28,8,5,1570.30,298.67,"243.849,98"
13994,2025-04-29,2173,35,8,10,"1.658,06",206.27,nan
14011,2025-05-03,1736,49,3,5,"548,42",136.59,"48,250.43"
14013,2025-06-10,1762,14,12,10,"601,90",119.30,nan
14021,2025-02-24,455,35,2,7,-,62.76,"15,096.84"
14032,2025-10-09,1784,71,11,12,-,289.86,nan
14033,2025-01-03,691,58,9,5,"628,09",151.38,65087.03
14035,2025-05-30,767,9,10,8,410.66,99.10,nan
14046,2025-01-01,1268,72,12,10,"222,84",nan,17156.05
14063,2026-02-18,771,68,4,5,"1,122.64",nan,"107.747,96"
14065,2025-02-19,784,48,9,2,889.66,"106,12","149.217,74"
14067,2025-07-13,2018,74,11,2,668.68,149.82,"99,852.80"
14068,2025-05-19,1830,5,14,3,nan,"16,03",27181.39
14069,2025-04-06,1018,48,7,7,"447,74",nan,nan
14075,2025-02-04,1681,24,12,1,-,nan,nan
14079,2025-06-27,342,16,3,3,426.63,64.37,-
14082,2025-04-04,289,52,8,11,368.35,"22,51","47.979,60"
14090,2025-05-27,1742,38,5,5,1093.09,"80,83",-
14091,2025-04-07,19,25,12,2,626.69,62.74,"33,762.26"
14092,2026-01-07,1621,34,13,12,"1.311,11",240.99,nan
14093,2025-04-23,352,67,10,12,"1,317.20",210.87,"68.342,07"
14095,2025-03-18,485,19,5,9,642.43,"104,00",65755.35
14098,2025-02-06,1466,4,11,3,1347.31,"105,94",184949.42
14100,2026-01-18,928,9,2,11,nan,117.47,"29,009.40"
14103,2025-03-22,1364,60,15,8,-,nan,65662.30
14106,2025-11-23,3691,28,5,12,"1.125,54",nan,35336.80
14113,2025-11-29,367,2,8,8,nan,nan,nan
14117,2026-01-27,1116,6,9,3,209.83,"43,33",8789.07
14119,2025-11-10,774,55,9,10,"1.753,88",-,"204.687,09"
14126,2025-04-27,2543,47,13,12,260.65,-,17455.95
14128,2025-05-15,2952,12,10,8,nan,"140,41",-
14131,2025-12-19,305,68,9,8,"150,10",26.65,"24,558.74"
14132,2025-09-07,469,12,12,4,1349.46,-,"83.277,26"
14136,2025-07-16,1663,103,1,8,1178.71,234.30,"103,759.67"
14138,2025-03-15,2858,24,4,11,1457.51,"111,48","156.890,37"
14147,2026-02-12,2149,56,7,4,179.40,nan,34453.21
14153,2025-06-10,959,22,13,6,nan,"23,12",16631.91
14156,2025-09-25,747,45,9,11,1692.50,209.59,167467.35
14161,2025-01-28,3650,48,9,2,1895.49,"347,24","137,162.35"
14174,2025-05-01,2341,15,6,6,512.70,27.43,nan
14183,2025-04-19,2801,43,11,8,"1,172.16","132,30",176843.09
14188,2025-03-21,1541,8,4,4,1928.90,nan,268948.70
14193,2025-09-20,1081,37,3,4,-,nan,282415.17
14198,2025-07-25,1824,6,5,8,-,144.36,"259.872,18"
14207,2025-09-22,570,8,7,11,nan,206.21,"68,726.83"
14219,2025-05-06,204,3,5,11,519.67,"42,16",32955.54
14221,2026-01-16,1477,19,12,10,"1.068,29",147.08,"184.912,02"
14223,2025-04-15,1527,42,5,4,159.37,39.37,18292.50
14232,2025-08-09,3631,23,14,2,"1,221.56",215.48,158367.80
14238,2025-01-20,716,70,13,11,526.60,"33,50",nan
14243,2026-02-08,2917,30,13,8,1924.82,"140,22","57.563,57"
14244,2025-06-10,156,52,9,8,238.38,26.51,9624.12
14245,2025-05-05,422,62,15,11,"1,852.54","2,381.15","303.408,92"
14248,2025-07-12,950,10,11,10,"1.621,57",158.27,nan
14251,2026-01-09,1886,97,12,3,248.76,12.95,nan
14255,2025-01-30,1895,8,7,8,702.16,168.93,"126,262.89"
14259,2025-08-23,1094,77,1,12,1865.18,-,"89,209.80"
14260,2025-04-25,2146,5,10,11,990.42,-,186551.74
14263,2025-02-26,2778,25,3,8,56.02,6.46,"10,941.88"
14264,2025-08-18,308,54,11,9,1134.05,"121,18",171746.05
14267,2025-04-28,461,29,7,5,-358.84,"59,67",55299.15
14277,2025-07-08,2888,77,3,4,-,405.31,nan
14278,2026-02-14,185,14,3,2,"1.772,31",nan,351864.79
14286,2025-11-25,2722,64,13,12,89.56,10.65,nan
14295,2025-12-06,2234,79,8,12,56.21,12.27,4522.22
14299,2025-01-14,1159,11,5,2,1729.40,194.74,"306,321.98"
14304,2025-05-03,1168,77,4,12,111.60,6.64,"4,518.21"
14305,2025-01-02,103,34,7,8,387.68,"37,39",nan
14317,2026-01-04,1586,17,10,11,"1,116.18","93,69",198210.19
14332,2025-11-04,604,14,7,11,nan,nan,"32,743.70"
14337,2025-12-02,2835,53,9,3,386.35,"81,89","55.449,56"
14348,2025-10-31,699,44,10,8,"1,888.56",117.26,-
14349,2025-09-20,1592,21,3,8,945.75,120.55,"142,530.85"
14353,2025-08-09,522,80,15,4,-1211.31,252.58,nan
14357,2025-04-17,2049,30,6,9,58.88,4.03,"6,203.62"
14371,2025-08-16,1309,112,3,1,-,296.08,"222,270.08"
14374,2025-02-03,1248,27,3,4,805.68,142.65,19864.45
14382,2026-01-24,1711,19,12,4,487.24,60.06,-
14387,2025-08-12,1539,48,1,1,"1.689,22",205.64,"268.169,46"
14388,2026-01-25,350,38,7,3,941.84,95.05,141082.36
14391,2025-09-08,180,7,9,8,418.94,53.56,"40,432.62"
14398,2025-07-19,2979,29,15,12,119.46,21.18,19510.01
14405,2025-10-07,2404,78,8,11,"1.675,00",316.29,"321,732.17"
14406,2025-02-25,1114,25,13,9,502.23,103.92,"19.970,13"
14407,2025-07-04,148,51,9,7,642.86,108.56,"90.602,79"
14411,2025-03-27,1881,31,11,12,54.03,7.34,"8.146,03"
14413,2025-12-06,1019,4,13,6,"1.297,02",245.71,184651.05
14418,2025-10-02,1893,12,1,7,nan,"144,85","71,348.58"
14427,2025-04-04,2056,78,3,5,"1,186.58",117.07,160964.60
14429,2025-11-14,2607,48,2,6,"1,946.25",97.41,"95,545.95"
14430,2025-06-08,1850,55,9,4,"691,64",98.99,"116,769.49"
14432,2025-07-12,2765,64,13,6,"1.619,71","156,08","206.427,58"
14433,2026-01-11,1341,68,11,4,1006.99,215.71,60370.55
14449,2025-03-21,1265,20,9,8,762.13,"146,13","128,352.39"
14453,2025-06-11,2123,72,14,6,nan,113.15,"12.341,57"
14462,2025-09-02,835,2,7,1,"525,63",34.49,-
14465,2025-12-19,1543,19,3,5,"1,975.47",371.59,nan
14474,2025-01-26,1658,28,1,3,nan,-,43643.27
14488,2025-03-22,570,36,12,4,580.57,-,-
14492,2025-11-15,2399,37,12,7,"122,34",15.16,-
14494,2025-06-14,1842,68,8,9,155.59,12.09,"13,442.98"
14502,2026-01-14,569,17,2,4,"1.165,64",nan,107821.01
14507,2025-01-18,2247,76,4,8,432.31,27.50,49482.32
14516,2025-03-02,1276,71,4,6,"1,385.20",137.74,231040.84
14522,2025-01-14,3776,7,3,10,791.20,-,-
14529,2025-01-07,2378,55,11,5,1725.94,233.97,242521.49
14536,2025-12-07,241,68,6,4,"1,779.96","3.024,60",nan
14540,2025-05-14,1001,22,7,8,"1,491.43",291.54,196243.39
14541,2025-05-13,1912,55,1,11,"1,823.05",224.64,-
14542,2025-10-02,3573,22,15,5,268.06,24.94,"31.462,56"
14549,2025-04-22,2884,18,9,9,"1.725,00","113,71",-
14552,2025-09-05,25,53,2,4,"396,35",38.26,60123.74
14564,2025-05-11,1169,78,10,6,1095.50,110.41,"79,713.04"
14566,2026-01-04,788,31,11,12,-,nan,"57,698.61"
14569,2025-02-19,1590,50,11,8,789.07,-,43406.30
14571,2025-08-28,967,37,8,11,"1,568.88",2819.77,"120,554.68"
14572,2025-04-13,2391,27,8,3,-,314.12,"299.683,07"
14577,2025-07-19,85,4,15,2,-,455.53,50149.56
14591,2025-10-24,1622,5,13,12,-,nan,206869.34
14600,2025-09-15,2007,63,8,2,"1,333.38",211.07,"48.656,93"
14604,2025-01-24,2933,19,11,1,"1,822.54",240.62,55134.31
14610,2025-09-21,2252,65,4,8,"998,77",86.31,"161.466,35"
14622,2025-03-13,2393,25,15,7,"326,45",46.60,nan
14624,2025-04-12,3639,76,3,7,"1.751,67","383,64",103824.13
14627,2025-04-30,1232,7,10,3,nan,274.79,"358,466.65"
14634,2025-12-28,1679,71,2,4,"1.259,27",199.21,nan
14650,2026-01-19,1178,11,5,4,783.93,137.70,69813.18
14669,2025-10-02,2933,2,10,5,nan,nan,310566.50
14670,2026-01-01,2999,34,6,5,"1,921.69",192.55,"379,298.90"
14671,2025-10-10,786,4,7,4,1305.46,104.71,76547.70
14676,2025-05-26,1914,70,14,1,-,172.68,nan
14683,2025-05-27,1822,78,7,11,nan,20.89,40792.19
14688,2025-12-30,297,63,3,10,-,nan,28883.81
14695,2025-10-22,2861,44,4,11,"384,67",34.25,"39.959,71"
14708,2025-03-14,1463,1,1,8,"1.923,93","447,73","108.695,04"
14712,2026-01-02,163,98,4,1,1354.02,276.95,156602.01
14722,2025-07-31,1898,79,7,9,292.03,-,-
14729,2025-11-11,1587,30,15,5,1097.17,"106,22","159,527.81"
14735,2025-03-13,460,49,3,10,1448.29,"333,93",nan
14736,2025-03-18,3793,58,15,11,1115.80,191.20,164071.42
14739,2025-03-26,1281,78,7,2,539.91,52.55,"40,949.74"
14741,2025-10-11,2717,42,8,6,"1.196,18",297.98,"65.577,96"
14743,2025-06-13,201,16,10,6,"1,506.71",148.87,nan
14744,2025-10-10,720,10,1,8,"1,087.25","168,85",153573.73
14748,2025-05-05,1276,42,11,11,408.72,-,44459.54
14755,2025-08-12,127,49,3,2,1666.96,326.09,"216.218,81"
14759,2025-05-14,1487,29,6,2,"1.522,56",nan,"113,314.76"
14765,2025-11-09,2384,49,12,2,710.54,104.25,55383.07
14767,2025-07-05,1692,59,13,10,nan,64.92,101168.57
14769,2025-01-03,943,18,9,7,79.01,6.91,15406.76
14771,2025-06-10,849,76,6,7,nan,"213,46","363.698,18"
14774,2025-09-22,2848,4,12,6,nan,"345,41","82,420.20"
14776,2025-05-05,382,59,5,5,540.18,99.53,"27,323.89"
14778,2025-09-22,2252,68,7,11,102.23,23.15,"7,315.95"
14780,2025-02-05,2398,27,12,9,289.68,"19,06",-
14781,2025-06-11,759,95,8,12,1752.48,135.19,151620.70
14782,2025-02-26,955,56,11,6,"1,780.96",nan,264874.79
14785,2025-11-18,1095,78,9,11,nan,nan,"97,160.23"
14789,2025-02-13,1067,25,4,12,"1.256,76",101.87,-
14792,2025-11-26,3754,64,5,9,1469.46,nan,239352.11
14794,2025-03-22,722,74,7,5,nan,283.20,281507.45
14801,2025-08-18,2495,68,2,6,1306.08,236.51,"220.010,01"
14812,2025-11-26,768,3,11,1,889.51,167.15,"142.407,84"
14813,2025-08-01,2513,70,3,2,-,17.90,"3,304.35"
14824,2025-01-21,679,8,8,9,nan,"281,95",340294.09
14829,2025-08-22,2202,63,15,4,1225.94,nan,208313.96
14836,2025-10-29,2521,8,5,3,722.07,135.93,-
14842,2025-03-10,1822,14,4,9,969.64,"105,63",nan
14844,2025-03-22,1836,73,9,10,426.85,42.62,nan
14846,2025-09-21,1649,68,10,4,1934.29,299.27,nan
14847,2025-09-21,1928,19,13,7,1840.11,241.48,"129,027.84"
14849,2026-01-04,1418,3,15,9,nan,108.80,"98.011,88"
14852,2025-08-01,2749,13,11,3,1005.96,"153,62",84006.89
14853,2025-06-01,2691,77,8,3,239.00,38.90,24595.24
14857,2025-09-13,2321,67,4,1,1454.66,294.44,"242,183.74"
14858,2025-06-28,2563,14,12,12,nan,57.88,94519.07
14865,2025-07-11,2392,16,14,3,256.82,14.68,43224.09
14868,2025-06-16,1039,35,1,4,"956,25",70.97,153604.79
14871,2025-05-26,1332,56,2,6,919.43,"154,33",nan
14880,2026-01-21,829,53,9,10,839.41,nan,42727.98
14886,2025-11-28,1054,17,11,5,"1.185,67",219.66,"185,824.16"
14894,2026-01-11,2189,59,4,5,1201.18,153.57,"165,576.01"
14897,2025-05-18,1250,61,8,8,774.17,58.66,"113,557.95"
14899,2026-02-17,2219,58,1,7,nan,"273,91",239108.02
14907,2025-05-12,1360,1,4,12,"1,426.89",258.58,130023.38
14908,2025-07-31,207,78,5,6,598.43,59.93,96307.95
14913,2025-12-10,2118,68,3,12,703.92,nan,"82,821.67"
14914,2025-04-08,2890,17,10,8,"1,943.06",nan,380134.53
14917,2025-03-27,1248,71,8,11,"1,785.72","217,02",141714.30
14928,2025-08-28,3671,52,5,9,776.17,"91,00","30.591,21"
14930,2025-12-06,1152,72,4,10,"1,735.67","344,78","157,939.32"
14933,2025-03-20,3607,76,10,8,826.71,155.93,"86,325.82"
14935,2025-07-04,1724,63,10,8,nan,88.66,-
14942,2025-08-12,2854,24,1,2,nan,54.06,74068.06
14945,2025-06-28,999,61,11,7,1625.23,177.67,"136,718.06"
14946,2025-07-05,1373,17,6,3,340.91,72.26,65722.49
14957,2025-08-16,1762,44,2,4,366.55,"83,27",65825.12
14980,2025-01-31,1561,40,3,6,1606.28,91.77,146161.83
14988,2025-06-19,2432,47,6,3,189.84,"29,69",28655.03
14997,2025-11-09,517,8,15,10,1421.54,-,99619.24
15006,2025-05-17,1600,55,7,11,148.52,28.97,5763.98
15012,2025-01-03,2013,45,11,4,882.48,217.43,65618.97
15013,2025-12-27,715,51,12,7,"1.865,70","179,97",84651.49
15015,2025-11-09,510,24,12,6,"555,62",133.12,nan
15021,2025-01-07,1684,7,11,11,1926.00,180.32,"72,183.26"
15022,2025-03-06,1421,38,3,4,"483,20","107,18","91.665,10"
15025,2025-12-22,701,61,10,10,1545.82,170.04,"202.410,48"
15027,2025-09-09,1756,53,7,1,1463.44,96.60,nan
15056,2025-08-20,1642,50,7,10,"324,77",59.13,-
15060,2025-12-24,1468,74,12,8,"1.798,59",nan,nan
15064,2025-06-07,1043,24,9,11,789.77,119.37,"71.525,97"
15090,2025-11-28,1225,15,13,8,"765,94","146,83","116,248.99"
15100,2026-02-11,987,63,14,4,256.50,19.38,15387.73
15104,2026-01-11,3840,54,5,10,1126.68,"277,98",215453.93
15105,2025-07-24,2824,58,11,2,677.00,nan,93351.48
15113,2025-10-30,2652,47,4,2,"1.902,22",nan,"217,593.47"
15116,2025-11-22,2691,46,2,7,1356.35,119.75,265609.62
15117,2026-01-03,1912,41,2,3,nan,227.86,nan
15124,2025-02-04,2077,44,5,4,"1,183.66",283.00,nan
15127,2025-07-07,912,36,7,11,390.66,"80,28",40236.76
15132,2025-04-07,2565,21,14,1,1924.01,201.90,"378.184,73"
15136,2025-05-10,2603,64,2,10,217.79,31.69,"39,148.79"
15140,2025-03-27,2445,80,3,4,nan,"226,84","232.360,28"
15146,2025-07-09,485,72,13,5,nan,52.51,120311.08
15147,2025-12-06,2036,61,5,12,"576,69",42.39,"113,307.26"
15150,2025-02-15,580,72,9,7,"98,86",19.14,nan
15158,2025-10-04,1982,78,1,5,831.77,139.90,"121,222.55"
15159,2025-04-12,1760,14,1,12,nan,138.31,55570.88
15163,2025-10-23,2309,32,7,8,"1.457,93","294,49","29,481.41"
15164,2025-01-23,2395,52,11,9,1224.38,116.45,162089.71
15169,2025-03-05,1825,11,12,12,913.90,133.51,-
15174,2025-03-02,72,6,5,2,333.70,"33,09","46,542.68"
15185,2025-03-30,1126,54,4,2,"243,74",25.25,-
15187,2025-07-02,1402,45,7,8,"1,109.49",107.76,182898.59
15199,2025-04-20,1050,49,3,12,"1,779.26","273,04",-
15213,2025-04-11,1774,37,1,11,94.46,5.84,"8,441.88"
15216,2025-05-12,1276,11,10,12,254.07,-,"17.810,24"
15223,2025-03-09,443,45,5,9,1391.37,"110,81","137.598,67"
15225,2025-07-10,265,67,6,8,nan,139.47,"32.399,06"
15227,2025-08-06,331,72,13,12,"1,641.06",241.46,322449.10
15241,2025-09-20,499,9,8,12,169.78,-,"20.128,50"
15243,2025-08-29,2809,53,4,6,1343.99,-,177024.51
15256,2025-12-27,739,13,6,4,1698.24,192.96,179602.22
15258,2025-08-08,1715,23,15,1,"1.242,30",286.94,167554.34
15269,2025-02-23,2708,17,2,3,399.31,75.80,-
15271,2025-05-04,2105,63,7,10,nan,168.86,146549.61
15275,2025-02-04,2234,46,1,5,411.47,54.34,-
15286,2025-01-07,506,74,4,4,1261.81,"244,28","88,380.99"
15305,2025-10-17,3609,15,10,4,1728.21,106.04,"45,099.73"
15306,2025-10-09,1257,38,9,5,1760.51,310.64,nan
15312,2026-01-26,2631,74,1,2,856.94,145.88,"168,449.33"
15314,2025-03-01,307,71,9,3,"1,016.74",-,nan
15328,2025-09-12,665,62,4,2,"711,80",-,"140,296.48"
15332,2025-08-20,1239,20,15,9,1075.16,nan,"32,412.27"
15334,2025-12-28,2652,62,10,11,"902,57",222.67,"111.522,01"
15340,2025-01-10,1872,11,15,9,328.83,62.94,22561.63
15348,2025-07-08,1569,1,2,8,1088.58,184.75,119816.04
15350,2025-02-22,2948,7,5,1,639.05,147.38,64895.94
15352,2025-03-16,376,31,10,1,"244,37",36.79,"13.563,86"
15369,2025-03-18,1358,34,7,11,-,153.36,30474.50
15382,2026-02-14,27,40,8,10,691.85,87.63,"40,143.23"
15383,2025-10-02,2828,36,1,11,1612.79,130.13,"128,673.75"
15385,2025-09-19,208,18,13,2,87.13,nan,3873.27
15387,2026-01-30,1523,21,11,1,-,71.23,"71.456,30"
15392,2025-07-15,1521,76,6,1,"1.347,37",116.28,nan
15395,2025-03-20,1839,69,12,2,1007.51,154.33,159296.53
15403,2025-01-24,388,77,1,8,"1.858,78",-,"371,053.76"
15404,2025-04-20,184,53,15,5,608.80,107.11,nan
15410,2025-05-30,1824,49,13,11,1229.84,nan,nan
15413,2025-03-29,2924,46,6,4,"1,032.66","78,03","201,027.02"
15425,2026-01-23,925,58,12,9,nan,149.24,120061.30
15430,2025-07-06,2257,43,1,4,nan,60.61,"107.612,11"
15432,2025-11-01,386,13,6,2,133.54,"16,95",21898.14
15434,2025-10-06,188,59,8,5,874.64,193.54,105184.32
15437,2025-04-27,724,24,1,11,669.04,122.81,17478.73
15441,2025-08-10,2773,77,1,11,"0,00",100.52,57881.76
15446,2025-09-27,2559,70,10,9,588.99,nan,"58,330.53"
15451,2025-06-05,2566,42,5,12,1561.90,89.76,104177.12
15456,2025-05-13,541,66,1,6,1505.43,371.32,"158,233.19"
15457,2025-12-08,93,10,2,4,927.10,nan,179188.92
15464,2025-11-27,2672,79,9,7,"1.245,84","150,21","204.080,23"
15469,2026-01-05,122,52,9,2,1515.11,2552.81,-
15470,2025-04-26,2765,38,8,10,490.53,"111,36","74,663.62"
15471,2025-04-15,29,31,3,10,nan,19.74,"24.780,52"
15474,2026-01-10,1700,58,12,4,1105.23,219.35,214566.12
15479,2025-11-18,2573,31,4,1,"1.333,08","320,88","80.814,80"
15480,2025-11-12,1317,16,3,5,"-1,929.78",nan,"211.773,48"
15481,2025-06-08,2130,43,10,6,1066.24,133.75,"97.012,10"
15484,2025-10-22,138,50,11,10,"1.859,20",370.10,"160,658.03"
15488,2025-11-03,147,66,9,9,197.62,"31,99",15882.58
15490,2025-11-25,1819,22,5,2,1491.72,144.30,nan
15495,2025-03-23,2591,58,7,7,1998.43,397.87,"311.311,72"
15498,2025-09-14,1616,5,10,8,"1.841,17",144.15,322176.46
15501,2026-01-18,1756,2,1,10,452.51,82.47,"47.031,07"
15512,2025-11-05,53,66,8,2,"272,60",-,nan
15514,2025-10-11,849,38,11,3,-,240.68,"284,686.06"
15518,2025-08-18,1395,5,10,2,"1,311.09",209.18,143100.84
15523,2025-11-15,1045,4,15,12,nan,219.51,nan
15530,2026-02-04,1953,24,4,3,213.39,14.49,-
15543,2025-09-22,3817,75,11,3,"965,74",128.32,"186.655,67"
15544,2025-04-09,1354,9,7,12,122.74,15.46,"15.572,72"
15566,2025-08-01,442,28,3,9,nan,-,"90.946,83"
15583,2025-04-15,2691,70,12,8,1829.21,355.36,164118.27
15584,2025-08-30,1679,4,13,7,283.71,-,"8.706,47"
15585,2025-04-03,2884,51,15,8,nan,69.74,110194.93
15588,2025-01-21,1742,14,7,2,1856.81,"421,35","185,130.40"
15594,2025-01-03,203,54,10,12,1041.43,1485.32,21639.08
15595,2025-08-11,953,62,7,9,nan,"86,00","231.398,88"
15596,2025-02-06,2835,23,12,12,436.24,nan,79949.16
15597,2026-01-08,1349,1,9,12,"520,74",121.95,51536.23
15604,2026-02-02,315,62,9,9,nan,58.40,nan
15607,2025-08-05,1481,62,14,6,"872,97",101.25,"103,929.07"
15612,2025-03-13,1497,14,6,8,"927,71",66.87,135138.61
15617,2025-06-23,1822,51,15,3,1395.75,259.34,"260.528,40"
15618,2025-05-14,836,55,8,10,"659,72",-,17918.73
15623,2025-08-21,1808,37,6,12,1501.27,"360,62","33.177,53"
15656,2025-07-19,2861,24,13,1,nan,36.92,"17,970.92"
15660,2025-12-02,182,8,9,7,122.07,10.59,"15,832.56"
