id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
10936,,713,10,3,6,526.20,33.37,90351.12,fecha_emicion_vacio
10937,,2731,28,4,6,"1.999,64",nan,"191,441.87",fecha_emicion_vacio
10938,,2546,71,10,7,"1.734,18",269.43,-,fecha_emicion_vacio
10939,2025-03-20,1275,110,10,4,1673.00,"97,71","129.146,56",
10940,,1814,71,8,11,153.96,15.63,"7.526,67",fecha_emicion_vacio
10941,,1764,31,1,1,718.43,"97,72",130189.10,fecha_emicion_vacio
10942,,206,48,5,6,0.00,0.00,nan,fecha_emicion_vacio
10943,2026-02-17,2817,47,2,12,1722.34,"144,99",nan,
10944,,413,13,3,3,1103.20,170.94,"148,995.41",fecha_emicion_vacio
10945,2025-03-03,1958,35,3,7,65.09,9.72,"10,893.20",
10946,,1407,25,1,2,"1,399.65","155,47",262549.94,fecha_emicion_vacio
10947,,888,69,5,7,1161.28,273.98,200595.72,fecha_emicion_vacio
10948,,171,52,9,12,-1328.48,"85,23",44921.16,fecha_emicion_vacio
10949,,1332,48,10,9,"1.970,14",340.93,202134.82,fecha_emicion_vacio
10950,,1372,54,12,8,962.20,151.91,-,fecha_emicion_vacio
10951,,861,68,11,1,"1,091.69",nan,"40,764.41",fecha_emicion_vacio
10952,,2906,17,5,8,"571,87","37,44",45893.86,fecha_emicion_vacio
10953,,1597,19,6,6,1865.71,"129,48",91713.77,fecha_emicion_vacio
10954,,2683,43,5,1,nan,32.72,35616.31,fecha_emicion_vacio
10955,,2860,51,7,5,"1,084.59",62.76,"120,977.05",fecha_emicion_vacio
10956,,2673,28,3,5,1331.35,-,194444.46,fecha_emicion_vacio
10957,2026-01-11,2407,19,12,6,"1.389,67","93,56",44556.63,
10958,,1024,36,9,7,-,-,"79,510.05",fecha_emicion_vacio
10959,,761,33,11,10,"1.654,64",-,51123.36,fecha_emicion_vacio
10960,,1260,65,5,6,nan,43.69,"8.599,29",fecha_emicion_vacio
10961,2025-10-17,272,49,10,9,"1.051,30",141.12,"149,953.01",
10962,2025-04-17,754,53,2,7,"1,511.17",223.50,"87,067.78",
10963,,2155,61,8,3,441.24,-,nan,fecha_emicion_vacio
10964,,58,14,13,5,711.60,63.05,51546.70,fecha_emicion_vacio
10965,,562,5,15,12,"82,46",132.86,"8.234,11",fecha_emicion_vacio
10966,,677,39,8,10,nan,249.42,nan,fecha_emicion_vacio
10967,2025-09-11,1207,39,2,5,342.26,72.19,18239.71,
10968,,610,43,12,9,"1.234,80","236,47",228714.29,fecha_emicion_vacio
10969,,1966,46,15,9,nan,206.01,182172.17,fecha_emicion_vacio
10970,,2115,45,3,12,"1.710,29",nan,"138,277.43",fecha_emicion_vacio
10971,,2772,41,4,6,69.80,"3,98",13404.40,fecha_emicion_vacio
10972,,143,44,12,8,214.30,-,"19.919,35",fecha_emicion_vacio
10973,2026-01-21,2699,10,2,11,1176.59,85.63,"175.908,04",
10974,,1192,26,4,1,625.17,"108,36","68,384.89",fecha_emicion_vacio
10975,2025-01-25,3878,21,13,3,1211.26,"1,673.87",233048.68,
10976,,275,34,3,2,1207.40,176.31,"42.839,11",fecha_emicion_vacio
10977,,506,72,2,5,"1,971.34","352,54",nan,fecha_emicion_vacio
10978,,271,105,6,2,"1.362,93",99.31,181600.70,fecha_emicion_vacio
10979,,2173,48,15,5,nan,89.61,nan,fecha_emicion_vacio
10980,,2806,11,12,7,"1.646,40",117.74,"256.558,01",fecha_emicion_vacio
10981,,2484,37,6,7,1896.47,403.90,"91.757,89",fecha_emicion_vacio
10982,,683,61,1,1,570.17,38.88,63339.20,fecha_emicion_vacio
10983,,668,67,9,2,1940.66,nan,148423.52,fecha_emicion_vacio
10984,,2141,63,11,7,-,148.75,"70.621,51",fecha_emicion_vacio
10985,,2921,13,7,10,874.44,102.55,59693.70,fecha_emicion_vacio
10986,2026-02-19,504,29,15,1,nan,201.66,nan,
10987,2025-02-19,1512,59,14,11,"1,231.25",192.26,"28,332.24",
10988,,145,74,15,9,811.38,"123,43","129,259.88",fecha_emicion_vacio
10989,,2218,17,10,5,1127.29,103.29,-,fecha_emicion_vacio
10990,,2836,11,3,2,1555.42,178.78,"117.106,86",fecha_emicion_vacio
10991,2025-12-22,2161,48,11,3,"1,173.70",-,101569.11,
10992,,836,21,7,12,1439.94,104.33,"129,890.88",fecha_emicion_vacio
10993,,746,69,8,11,"1.414,67","135,80",nan,fecha_emicion_vacio
10994,,2110,4,6,9,376.10,34.93,"36.935,99",fecha_emicion_vacio
10995,,1138,41,10,4,"0,00","176,61","52,945.21",fecha_emicion_vacio
10996,,1188,64,11,5,1583.30,"236,11",nan,fecha_emicion_vacio
10997,,777,38,5,9,"117,84",24.96,10963.21,fecha_emicion_vacio
10998,,901,31,13,1,636.77,nan,"117.488,59",fecha_emicion_vacio
10999,,246,51,11,7,nan,321.30,"284,930.53",fecha_emicion_vacio
11000,,137,30,5,11,"1.634,42",190.97,234768.84,fecha_emicion_vacio
11001,,1556,75,4,12,"1.970,11",485.67,"335.297,60",fecha_emicion_vacio
11002,,1866,10,6,2,"1,384.75",207.59,"189,848.72",fecha_emicion_vacio
11003,2025-11-02,569,64,11,7,"1.108,25",180.72,"125.360,34",
11004,,826,6,7,6,"1,360.09",115.02,251694.16,fecha_emicion_vacio
11005,,1139,21,11,7,"1.047,30",163.45,82092.32,fecha_emicion_vacio
11006,,2301,18,7,2,960.34,"107,48","27.884,25",fecha_emicion_vacio
11007,,1201,65,14,3,1181.87,184.38,"117,783.31",fecha_emicion_vacio
11008,,177,22,14,8,nan,272.01,"76,301.65",fecha_emicion_vacio
11009,2025-02-12,949,24,1,7,"1,759.33",409.45,95665.23,
11010,,3628,62,7,9,261.70,"32,99",5735.71,fecha_emicion_vacio
11011,,1616,36,6,7,-,87.02,43323.29,fecha_emicion_vacio
11012,2025-11-10,1541,19,7,2,1593.42,140.66,52334.06,
11013,,2814,71,4,2,"1.095,67",245.12,72111.84,fecha_emicion_vacio
11014,,2802,14,8,8,1007.49,nan,"120.897,02",fecha_emicion_vacio
11015,,2698,39,6,5,nan,287.95,nan,fecha_emicion_vacio
11016,,705,25,5,2,1996.03,"373,56","369,417.82",fecha_emicion_vacio
11017,,1843,71,8,7,"1.418,23","354,37","169.903,29",fecha_emicion_vacio
11018,,3736,43,10,3,nan,8.89,"24,892.08",fecha_emicion_vacio
11019,,218,4,15,2,555.36,65.82,"75,783.87",fecha_emicion_vacio
11020,,2588,17,2,1,962.74,"232,81","84.424,78",fecha_emicion_vacio
11021,2025-02-01,731,50,12,10,1657.70,292.94,"87.830,52",
11022,,1255,43,4,3,933.15,118.48,115176.95,fecha_emicion_vacio
11023,,2857,16,6,7,126.72,25.11,16017.43,fecha_emicion_vacio
11024,2025-05-05,111,25,15,6,"172,41",36.02,"12,270.02",
11025,,1482,71,1,10,1470.08,271.74,"210,555.00",fecha_emicion_vacio
11026,2026-02-19,211,19,12,9,"1,817.17",118.59,"56.122,98",
11027,,1589,15,4,10,"1.816,40","282,30",nan,fecha_emicion_vacio
11028,,2950,62,10,10,-,91.34,119367.99,fecha_emicion_vacio
11029,,237,73,4,10,"1,206.97",184.44,nan,fecha_emicion_vacio
11030,2025-11-03,1488,38,11,6,"1,099.61",133.92,"32,778.19",
11031,,739,80,8,3,"1,647.78",372.67,"112,828.29",fecha_emicion_vacio
11032,,933,20,10,1,130.51,9.30,"25.807,49",fecha_emicion_vacio
11033,,714,35,2,5,1994.04,nan,"59.953,40",fecha_emicion_vacio
11034,,304,12,2,9,764.58,-,nan,fecha_emicion_vacio
11035,,776,33,10,9,-,196.89,"212.273,89",fecha_emicion_vacio
11036,,1558,9,14,8,"637,17",87.11,"44.034,56",fecha_emicion_vacio
11037,2025-03-18,445,11,4,7,nan,250.72,"148.787,64",
11038,,2877,26,2,6,-,1434.95,156389.14,fecha_emicion_vacio
11039,,1642,11,14,4,1137.55,-,"164.141,32",fecha_emicion_vacio
11040,,1463,16,6,11,1374.04,246.70,"51,861.28",fecha_emicion_vacio
11041,,319,77,7,9,1601.03,nan,"145.630,63",fecha_emicion_vacio
11042,,3713,56,3,8,1956.11,nan,"276,804.16",fecha_emicion_vacio
11043,,2102,10,10,2,-,140.32,"21.402,06",fecha_emicion_vacio
11044,,1729,79,8,1,969.74,163.03,-,fecha_emicion_vacio
11045,,633,60,8,10,1223.56,"1,443.28","236,440.95",fecha_emicion_vacio
11046,,554,6,7,8,nan,nan,142153.77,fecha_emicion_vacio
11047,,291,21,12,9,742.94,93.95,nan,fecha_emicion_vacio
11048,,550,13,12,3,807.38,"55,68",-,fecha_emicion_vacio
11049,,24,14,11,10,424.04,94.41,36275.33,fecha_emicion_vacio
11050,,794,69,7,2,"917,26",134.48,"85,548.75",fecha_emicion_vacio
11051,2025-08-28,2193,44,11,1,206.07,"39,79",nan,
11052,,2387,44,9,8,810.07,141.61,nan,fecha_emicion_vacio
11053,,110,80,12,10,366.74,90.34,"48.072,75",fecha_emicion_vacio
11054,,80,6,1,11,1084.94,161.16,210394.34,fecha_emicion_vacio
11055,2025-06-18,1918,54,5,10,"489,02",31.76,"64.932,22",
11056,,1516,56,15,12,"979,42",92.85,110714.12,fecha_emicion_vacio
11057,,252,50,5,9,"1.557,99",210.91,240019.24,fecha_emicion_vacio
11058,2025-08-04,47,1,1,11,-,nan,"96,754.73",
11059,,1538,116,2,10,nan,105.51,nan,fecha_emicion_vacio
11060,,1963,74,14,9,"1,796.30",125.44,82340.19,fecha_emicion_vacio
11061,,1135,77,4,3,-,nan,-,fecha_emicion_vacio
11062,,894,35,2,3,"1.108,62",249.47,"183,611.16",fecha_emicion_vacio
11063,,1187,38,7,1,nan,271.88,88037.52,fecha_emicion_vacio
11064,,2697,9,6,9,"1.975,96",386.69,"349.427,50",fecha_emicion_vacio
11065,,2590,31,4,7,"432,83","101,11",-,fecha_emicion_vacio
11066,,1154,59,1,11,-,89.98,nan,fecha_emicion_vacio
11067,,664,48,6,9,1009.75,60.98,41618.61,fecha_emicion_vacio
11068,,550,37,13,12,162.63,nan,30830.87,fecha_emicion_vacio
11069,,1803,41,13,2,"265,73",17.39,33971.09,fecha_emicion_vacio
11070,,1237,25,9,2,834.42,nan,77232.37,fecha_emicion_vacio
11071,,1856,46,10,6,250.56,48.81,"31.710,26",fecha_emicion_vacio
11072,,739,76,2,5,"1,008.55","1,792.41",57517.66,fecha_emicion_vacio
11073,,2678,46,4,2,862.98,212.25,"159,019.12",fecha_emicion_vacio
11074,,2146,97,2,3,1376.83,151.91,"274.352,88",fecha_emicion_vacio
11075,,1295,24,2,3,nan,"227,87","221.005,93",fecha_emicion_vacio
11076,,879,62,14,9,"1.894,04",278.30,nan,fecha_emicion_vacio
11077,,2136,76,7,5,"1,121.17","60,64","167.875,14",fecha_emicion_vacio
11078,,204,41,5,6,744.10,113.21,nan,fecha_emicion_vacio
11079,,33,44,9,9,nan,"211,17",nan,fecha_emicion_vacio
11080,,2030,61,8,10,"1.948,65",376.25,237608.23,fecha_emicion_vacio
11081,,403,77,15,9,"1.631,06",189.73,92693.78,fecha_emicion_vacio
11082,,2113,92,15,1,nan,356.54,330039.49,fecha_emicion_vacio
11083,,894,19,13,1,1363.29,nan,205718.08,fecha_emicion_vacio
11084,,2437,54,9,5,454.56,"56,18",85773.31,fecha_emicion_vacio
11085,,753,79,10,12,89.91,4.94,nan,fecha_emicion_vacio
11086,,1358,28,13,4,"1.304,08",258.10,143243.48,fecha_emicion_vacio
11087,,1378,39,12,6,"1,254.88","64,80",171945.03,fecha_emicion_vacio
11088,2025-02-14,1165,60,12,11,nan,"238,22",211771.01,
11089,,61,34,11,5,720.72,nan,"131,918.36",fecha_emicion_vacio
11090,,2716,31,4,10,985.70,nan,nan,fecha_emicion_vacio
11091,,1268,45,4,10,"1.218,09",240.20,196748.67,fecha_emicion_vacio
11092,2025-04-15,2689,16,6,10,744.91,151.25,24631.39,
11093,,529,19,12,9,1341.48,"131,76",196388.80,fecha_emicion_vacio
11094,,1028,24,3,8,"1.730,40",nan,"76,872.73",fecha_emicion_vacio
11095,,130,35,15,7,426.40,61.85,-,fecha_emicion_vacio
11096,,896,48,8,11,"356,49",62.30,-,fecha_emicion_vacio
11097,,2645,40,13,3,1740.22,-,92484.34,fecha_emicion_vacio
11098,,901,10,6,6,166.26,29.80,"7.863,64",fecha_emicion_vacio
11099,,534,93,10,2,1258.48,273.89,nan,fecha_emicion_vacio
11100,,806,3,7,8,"766,97","44,22",143389.90,fecha_emicion_vacio
11101,,1153,3,10,11,nan,81.19,"20.253,60",fecha_emicion_vacio
11102,2025-02-06,1788,51,11,2,"1.690,16",247.30,325235.76,
11103,,1277,44,1,5,1331.25,"240,78",92537.29,fecha_emicion_vacio
11104,,2379,31,13,5,922.67,119.84,"172.393,16",fecha_emicion_vacio
11105,,808,47,8,4,nan,227.78,nan,fecha_emicion_vacio
11106,2025-08-14,1489,49,6,11,1023.21,125.30,-,
11107,,1030,59,6,2,"1,170.58","207,06",160402.07,fecha_emicion_vacio
11108,,489,63,12,11,"1,307.14",-,127699.04,fecha_emicion_vacio
11109,,1237,64,11,5,-,116.13,nan,fecha_emicion_vacio
11110,,2365,55,15,5,1482.36,nan,"198.295,02",fecha_emicion_vacio
11111,,2693,32,3,9,"1.760,60",nan,nan,fecha_emicion_vacio
11112,,2660,40,4,1,658.16,111.59,"105.063,81",fecha_emicion_vacio
11113,2025-09-26,318,73,9,2,nan,329.66,173521.36,
11114,,1192,79,7,4,1158.38,166.56,178114.16,fecha_emicion_vacio
11115,,2667,18,12,2,1482.00,218.05,172414.91,fecha_emicion_vacio
11116,2025-06-29,156,50,12,12,1214.51,211.96,26514.69,
11117,,235,79,5,2,"1,636.25","303,38","235,114.16",fecha_emicion_vacio
11118,,423,20,13,11,"1.116,00",107.96,-,fecha_emicion_vacio
11119,,2924,21,11,1,1409.86,"346,52",133787.45,fecha_emicion_vacio
11120,,2103,34,13,8,-,104.66,"194,953.94",fecha_emicion_vacio
11121,,147,46,14,5,847.36,147.77,"164,802.62",fecha_emicion_vacio
11122,,427,79,1,12,"1.351,67","162,10",99016.70,fecha_emicion_vacio
11123,2025-03-21,2763,58,1,1,1564.51,166.29,nan,
11124,,2667,3,13,12,392.69,65.96,72934.10,fecha_emicion_vacio
11125,,2931,21,3,12,1681.04,396.69,110572.61,fecha_emicion_vacio
11126,,387,56,10,12,"1.219,25",106.07,"41.149,57",fecha_emicion_vacio
11127,,47,59,5,4,-,"54,65","30.688,69",fecha_emicion_vacio
11128,,1019,75,14,3,"1,635.86",84.59,209593.28,fecha_emicion_vacio
11129,,1106,45,7,6,"1.658,88",nan,274485.49,fecha_emicion_vacio
11130,,2707,44,9,11,nan,218.42,"153.535,72",fecha_emicion_vacio
11131,,1015,64,7,11,nan,10.87,"41.460,91",fecha_emicion_vacio
11132,,3653,72,4,4,104.65,9.91,12397.58,fecha_emicion_vacio
11133,,1481,6,15,1,"693,61",nan,-,fecha_emicion_vacio
11134,2025-09-30,1471,75,14,1,nan,307.23,"99.233,10",
11135,,1574,23,14,12,680.28,54.03,"89.858,95",fecha_emicion_vacio
11136,,2927,30,1,12,nan,nan,16020.27,fecha_emicion_vacio
11137,,1457,45,15,2,1435.18,291.75,"242,012.71",fecha_emicion_vacio
11138,2025-10-07,1028,8,15,5,430.10,76.02,-,
11139,,60,62,12,12,"1.642,99",225.13,"216,646.63",fecha_emicion_vacio
11140,2025-03-19,3656,23,10,2,0.00,"244,45",nan,
11141,,1442,76,9,7,1891.49,319.29,nan,fecha_emicion_vacio
11142,,2788,69,13,6,1573.60,205.41,"35.202,64",fecha_emicion_vacio
11143,,1249,25,15,5,784.05,188.00,"21,800.80",fecha_emicion_vacio
11144,,2948,46,2,7,"424,04",58.25,"60.939,61",fecha_emicion_vacio
11145,,316,23,9,9,462.06,47.77,"20,838.38",fecha_emicion_vacio
11146,,2767,62,14,4,604.23,66.91,115920.21,fecha_emicion_vacio
11147,,2398,42,1,10,1931.51,285.46,364621.52,fecha_emicion_vacio
11148,,238,13,15,2,"1,068.41","111,56","57.432,90",fecha_emicion_vacio
11149,,2266,18,7,11,"1.600,38",311.69,"263,986.11",fecha_emicion_vacio
11150,,1556,69,4,7,nan,96.58,"35.057,86",fecha_emicion_vacio
11151,,2145,14,15,2,"1,388.55",75.94,"133.686,56",fecha_emicion_vacio
11152,,358,4,2,1,726.31,-,126933.00,fecha_emicion_vacio
11153,,841,77,6,10,1313.52,nan,nan,fecha_emicion_vacio
11154,,1863,80,10,10,"1.696,98",nan,334409.55,fecha_emicion_vacio
11155,,3506,70,6,12,"1.033,52","233,25","39,276.89",fecha_emicion_vacio
11156,,183,58,12,8,nan,61.57,35446.36,fecha_emicion_vacio
11157,,1733,69,8,3,"109,92","24,41","17,090.33",fecha_emicion_vacio
11158,2025-07-28,45,27,13,1,1547.85,272.25,"203.892,62",
11159,,1504,65,15,10,1972.85,"347,69",156076.66,fecha_emicion_vacio
11160,,1057,66,1,5,1724.53,359.60,244419.58,fecha_emicion_vacio
11161,,346,71,2,8,1853.76,217.89,313609.21,fecha_emicion_vacio
11162,,2085,30,8,3,"759,42",133.51,"15.940,05",fecha_emicion_vacio
11163,2025-11-17,333,42,15,1,1198.76,nan,195483.58,
11164,,347,3,8,4,1781.50,"341,52",146113.10,fecha_emicion_vacio
11165,,576,66,5,1,1233.44,218.81,"42.229,21",fecha_emicion_vacio
11166,,2891,7,6,10,1719.95,143.18,"161.296,82",fecha_emicion_vacio
11167,2025-04-02,1813,79,13,3,1711.34,nan,"123,403.22",
11168,2025-03-11,1986,77,4,6,nan,94.25,22439.50,
11169,2025-02-03,119,54,10,10,1815.89,311.84,249235.17,
11170,2025-06-14,1054,19,10,4,463.44,114.69,nan,
11171,,1459,55,4,5,"891,99","126,81",81606.33,fecha_emicion_vacio
11172,,2851,55,7,3,"1.424,22",nan,"196,127.33",fecha_emicion_vacio
11173,,2550,52,13,6,"1,522.33","114,47",183630.17,fecha_emicion_vacio
11174,,1273,36,13,4,274.49,"24,82",nan,fecha_emicion_vacio
11175,,720,15,10,2,nan,198.24,"282,625.51",fecha_emicion_vacio
11176,,2554,77,11,6,nan,112.64,92037.32,fecha_emicion_vacio
11177,,23,27,4,10,700.50,56.46,66829.58,fecha_emicion_vacio
11178,,1918,18,13,7,877.51,-,"89.261,53",fecha_emicion_vacio
11179,2025-07-31,26,54,7,12,1223.12,265.04,nan,
11180,,712,16,3,11,1698.81,"86,45","332.328,37",fecha_emicion_vacio
11181,,247,65,10,7,1457.24,-,66451.54,fecha_emicion_vacio
11182,,2098,34,12,5,nan,269.06,"177.571,45",fecha_emicion_vacio
11183,,2010,44,15,9,1656.94,"156,44","196.853,60",fecha_emicion_vacio
11184,2025-02-28,1785,31,14,1,"969,21","166,47","132.265,88",
11185,,2893,37,15,11,1580.45,303.28,39449.54,fecha_emicion_vacio
11186,,769,11,1,11,250.83,40.59,"31,774.16",fecha_emicion_vacio
11187,,2233,44,8,10,nan,53.36,"84,699.45",fecha_emicion_vacio
11188,,3000,51,8,5,1203.04,267.34,152971.69,fecha_emicion_vacio
11189,,393,77,12,5,"1,206.56",91.35,171916.40,fecha_emicion_vacio
11190,2025-01-18,1826,64,5,2,"1,719.01",nan,196600.90,
11191,,1287,15,5,2,173.82,"26,81","6,366.06",fecha_emicion_vacio
11192,,2841,41,10,12,548.87,129.54,nan,fecha_emicion_vacio
11193,,639,74,5,3,1158.29,"68,84",145528.69,fecha_emicion_vacio
11194,,675,3,3,2,nan,nan,"116,436.72",fecha_emicion_vacio
11195,,775,32,3,9,nan,237.23,nan,fecha_emicion_vacio
11196,,2587,7,13,12,-,169.88,"117,662.24",fecha_emicion_vacio
11197,2025-02-25,2737,20,10,8,928.46,202.92,173794.44,
11198,,2143,31,1,1,-,124.98,nan,fecha_emicion_vacio
11199,,2965,67,6,12,1044.82,222.20,"76.014,18",fecha_emicion_vacio
11200,2025-02-02,702,73,1,1,"1.958,01",-,-,
11201,,2649,54,11,8,490.69,"120,79",nan,fecha_emicion_vacio
11202,,654,61,7,5,"649,80",881.04,48071.23,fecha_emicion_vacio
11203,,199,58,4,11,1671.48,"298,59",162056.18,fecha_emicion_vacio
11204,,2710,63,11,12,778.49,87.94,"138,050.20",fecha_emicion_vacio
11205,,1755,43,10,5,nan,95.47,80745.19,fecha_emicion_vacio
11206,,1790,59,8,6,1109.08,"78,86","186,182.96",fecha_emicion_vacio
11207,,2293,66,3,4,452.66,95.97,44108.16,fecha_emicion_vacio
11208,2025-02-04,2607,54,3,6,390.55,19.90,"55,266.34",
11209,2025-05-01,1189,25,12,3,1162.93,200.53,201853.81,
11210,,2381,78,5,11,nan,195.89,170045.53,fecha_emicion_vacio
11211,,2219,30,1,12,902.97,"155,64",nan,fecha_emicion_vacio
11212,,1980,30,7,11,nan,51.57,35305.56,fecha_emicion_vacio
11213,,1713,78,3,7,1539.71,245.76,"263,495.14",fecha_emicion_vacio
11214,,1,39,7,11,1972.15,nan,350015.72,fecha_emicion_vacio
11215,,519,42,14,7,"1,263.28","209,21","250,585.52",fecha_emicion_vacio
11216,,920,70,3,1,978.76,210.36,99593.05,fecha_emicion_vacio
11217,,2316,76,15,2,"0,00",254.33,"42,774.25",fecha_emicion_vacio
11218,,2751,5,11,8,357.10,"75,04",-,fecha_emicion_vacio
11219,2025-06-25,1549,93,13,8,-,27.65,nan,
11220,2025-02-04,3777,10,11,1,657.37,127.45,-,
11221,,2557,54,7,9,"834,70",163.43,"103.945,23",fecha_emicion_vacio
11222,,556,1,15,12,"0,00",157.15,100663.22,fecha_emicion_vacio
11223,2025-10-18,1448,11,13,11,"239,73",24.34,23060.67,
11224,,1414,31,11,10,"1,870.18",184.38,"89,309.20",fecha_emicion_vacio
11225,,1886,55,1,10,1877.35,151.35,196253.87,fecha_emicion_vacio
11226,2025-04-24,2500,76,11,7,1194.30,158.07,-,
11227,2025-11-16,773,16,15,11,1184.46,111.48,"31.738,05",
11228,,938,8,12,1,1504.35,nan,nan,fecha_emicion_vacio
11229,,1448,33,5,9,1638.66,89.90,"53,748.62",fecha_emicion_vacio
11230,2025-07-15,2810,11,3,11,535.33,130.72,-,
11231,2025-02-24,1469,80,8,6,1095.72,"217,64",-,
11232,,849,54,2,10,776.08,"62,12",105550.95,fecha_emicion_vacio
11233,,2591,78,8,12,"1.859,61",279.30,260909.36,fecha_emicion_vacio
11234,,1647,34,7,4,"1,442.82",346.19,"130,278.06",fecha_emicion_vacio
11235,2025-01-28,719,4,11,9,544.85,nan,"70.615,02",
11236,,2678,61,14,7,-,32.64,-,fecha_emicion_vacio
11237,2025-06-13,690,28,7,7,"1,581.15",367.91,"65.128,18",
11238,2025-07-20,1727,6,4,2,"1,480.36",134.53,"149,564.92",
11239,2025-08-29,2085,29,7,10,452.76,nan,"71,054.07",
11240,,2468,18,12,6,397.21,88.33,17259.80,fecha_emicion_vacio
11241,,693,45,9,8,1656.20,397.07,"237,173.16",fecha_emicion_vacio
11242,,315,52,10,1,"1,100.15",67.75,30017.84,fecha_emicion_vacio
11243,,1405,24,14,10,382.95,76.93,"30,122.10",fecha_emicion_vacio
11244,,2113,78,10,11,1561.35,nan,"197.900,39",fecha_emicion_vacio
11245,,2090,17,15,1,"1.322,47",181.67,75102.59,fecha_emicion_vacio
11246,,2057,60,9,12,"1,590.14",-,"208,476.98",fecha_emicion_vacio
11247,,2366,45,1,9,"591,42","130,88","58.034,65",fecha_emicion_vacio
11248,,243,52,8,9,"1.947,01",198.55,"159.166,86",fecha_emicion_vacio
11249,,2741,19,2,7,"530,55",111.72,-,fecha_emicion_vacio
11250,,2317,54,10,6,795.80,111.61,119962.22,fecha_emicion_vacio
11251,2025-04-07,2154,75,1,2,-,"82,75","146.957,41",
11252,,354,22,8,12,"785,28",95.38,"146,468.66",fecha_emicion_vacio
11253,2025-01-12,2586,6,12,1,"1,059.97",140.93,nan,
11254,,956,68,8,4,87.16,15.80,"2,664.12",fecha_emicion_vacio
11255,,2136,70,3,1,"223,52",13.51,"31,079.45",fecha_emicion_vacio
11256,,2646,70,11,9,238.28,25.92,43301.45,fecha_emicion_vacio
11257,,233,102,3,11,nan,238.53,nan,fecha_emicion_vacio
11258,,1433,53,13,7,"1,769.86",nan,242517.51,fecha_emicion_vacio
11259,,1400,37,4,3,"1.943,00",289.89,"74.873,81",fecha_emicion_vacio
11260,,257,79,11,8,"1.118,14",-,117616.32,fecha_emicion_vacio
11261,2025-04-19,1183,14,9,2,294.53,-,"34,776.34",
11262,,2767,52,8,4,866.62,132.39,nan,fecha_emicion_vacio
11263,2025-07-16,2576,54,3,6,-,22.90,52578.95,
11264,2025-10-04,1599,56,15,4,nan,239.24,"30.389,67",
11265,,1136,15,11,7,"125,09",27.09,15437.78,fecha_emicion_vacio
11266,2025-02-02,1339,48,8,3,"1.421,12",121.86,44995.79,
11267,2026-02-12,771,30,9,2,"1.358,09",267.61,221949.79,
11268,,677,62,4,6,nan,30.50,"15,730.03",fecha_emicion_vacio
11269,2026-02-18,1679,26,6,3,-,349.15,"43,560.56",
11270,,1550,14,1,12,-,125.87,"145.965,37",fecha_emicion_vacio
11271,,2959,6,3,4,130.09,30.30,"16.247,82",fecha_emicion_vacio
11272,,2608,68,1,8,"288,89",43.56,"52,004.83",fecha_emicion_vacio
11273,2026-01-01,2266,48,11,4,"621,21",153.30,-,
11274,,91,61,10,6,"1.985,38","185,22",56425.75,fecha_emicion_vacio
11275,,1714,20,10,3,"1,551.28",278.48,"191,988.43",fecha_emicion_vacio
11276,,1348,29,8,10,398.21,47.99,"18.529,33",fecha_emicion_vacio
11277,,2915,12,14,1,"1,486.59",195.62,167652.59,fecha_emicion_vacio
11278,,2499,45,15,3,-,"44,70",-,fecha_emicion_vacio
11279,2025-03-18,2381,57,4,10,468.46,nan,nan,
11280,,102,41,15,8,"1.466,90",202.83,"78.536,24",fecha_emicion_vacio
11281,,558,60,13,10,"1.553,45",nan,164623.69,fecha_emicion_vacio
11282,2025-01-24,2156,79,2,1,618.26,118.00,36350.10,
11283,,2,33,12,6,"883,64",166.71,"45.191,45",fecha_emicion_vacio
11284,,2772,21,11,4,683.48,165.97,101666.13,fecha_emicion_vacio
11285,,358,66,1,2,1778.22,190.12,-,fecha_emicion_vacio
11286,,1091,54,7,6,"790,19",149.86,22227.64,fecha_emicion_vacio
11287,,712,50,10,1,529.90,"78,09",nan,fecha_emicion_vacio
11288,,398,69,11,9,"1.707,93",nan,321440.76,fecha_emicion_vacio
11289,2025-07-25,111,40,15,8,"1,153.16",nan,95300.40,
11290,,2646,4,8,12,253.60,nan,"17.504,55",fecha_emicion_vacio
11291,,2720,34,3,3,nan,-,"39.949,11",fecha_emicion_vacio
11292,2025-09-12,593,23,6,12,"1,905.38",105.50,249341.85,
11293,,941,56,7,10,1155.45,275.36,nan,fecha_emicion_vacio
11294,,1591,5,10,11,nan,87.13,41058.54,fecha_emicion_vacio
11295,,2022,63,11,8,1481.32,359.87,"241,653.84",fecha_emicion_vacio
11296,,2200,45,13,11,578.17,"35,18","36.483,50",fecha_emicion_vacio
11297,,738,54,6,2,895.29,176.90,nan,fecha_emicion_vacio
11298,2025-10-24,795,24,7,8,"1,176.63","102,55","134.799,01",
11299,,1707,28,2,7,"1,554.97",80.77,"118,345.57",fecha_emicion_vacio
11300,,2231,29,4,5,nan,109.71,-,fecha_emicion_vacio
11301,,2143,6,7,4,277.52,37.67,nan,fecha_emicion_vacio
11302,,449,4,10,11,602.02,"35,67",12191.84,fecha_emicion_vacio
11303,,2871,12,6,5,"1.050,86",-,164237.20,fecha_emicion_vacio
11304,,1710,43,2,8,942.38,74.35,39738.60,fecha_emicion_vacio
